date,review,star,res
"October 26, 2020","This is a really great card game, it is really fun. You have a multitude of options to build your deck and it's so great that I bought the collector's edition. But now with new things coming up, specifically the new class, shouldn't it be released for free? Specially for collectors... The DLC business model is getting really annoying really fast, don't ruin this game with a microtransaction-like model.",3,"Giant NetworkOctober 27, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"December 22, 2020","Sneaky tactics to get loyal fans to pay more. Totally dishonest. You can't offer an all inclusive package deal and then backpedal on that and add advertisements later and call that good business... it's a horrible, greedy model to make your existing customer base pay to remove ads when they believed they had already paid their dues for the full game experience.",1,"Giant NetworkSeptember 23, 2020We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!"
"August 23, 2020",Excelent game! The only problem is there is nothing else to do! I already get every achivement and every card and clear all puzzle. Thanks for the new card. Anyway now on the diaries now the travel packages card always listed as never owned. Is this bug? Or i to copy it some how? Since travel packages card are default card for ranger in the diaries mode.,5,"Giant NetworkMay 9, 2020We are very sorry to bring you a bad game experience.After the new update, there are some system problems in our game. We're working very hard to fix it.Do enjoy the game and please rate for us again! Thank you :D"
"December 2, 2020","I love this game but this is too bad i bought some packs of this game but right now I can't play because login issue. My wechat's ID which I ever used long time ago cannot use anymore. Due to strictly regulation to register the new one it is too difficult to me to find someone whome I known to verify wechat registration for me, also this game cannot use other regions phone number to login. This is so bad. : The problem had been solved, I must re-install to upgrade to the latest version.",5,"Giant NetworkDecember 2, 2020Please upgrade the game to the latest version！"
"July 26, 2020","This is my go-to mobile game. I honestly enjoyed playing so much as just the knight (free class) that I bought the DLC's for the other classes and the diary mode. I just love the combat system so much, with the different roles your could play and numerous enemies you could fight (each with a unique fight style).",5,"Giant NetworkJuly 27, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"August 12, 2020","This is how every freemium game should be built. Ads are not overly done, graphics are amazing, and gameplay is fast and very fluid. I want more games exactly like this. Ads are used, but they are for rewards after boss fights. Controls are easy to learn, and gameplay (while repeated) is a fun experience every time. Purchases are not shoved in your face, and only add to the overall experience. My hats off to the developers here. This game is well worth your time and money.",5,"Giant NetworkAugust 14, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/ . Or by mail at nofmgame@hotmail.com. Have fun gaming!　(*^__^*)"
"January 3, 2021","Almost the entire game is locked behind a pay wall, but they've been adding plenty of content even for f2p players. It's a very easy game compared to its obvious 'inspiration', Slay the Spire, but it does have harder difficulties later on and challenges to face. It's not amazingly well balanced but it's better than almost every other mobile game out there. I wasn't going to change my prior middling review, but one day I noticed that a second class had been unlocked via play! Would recommend!",5,"Giant NetworkJanuary 4, 2021Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"August 23, 2020","It is a very nice card game, though it is sometimes impossible to beat the last boss in hard vii even with good preparation as randomness on buffs and cards is too high, so one has to start the whole episode again. Especially with apothecary :-) Music and voice over is very good as well. Very enjoyable game.",5,"Giant NetworkAugust 24, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"August 20, 2020",Fun challenging and enjoyable the first app i chose to upgrade easily as it gives me much more to practice with and learn to play as through each class comes a entirely different way to play and new cards it reminded me of rpgs i grew up with but mixed with the randomness of games like candies and curses it pretty much begs you to play more whether free or not even the one first class gives plenty to experience hope this helps and have fun,5,"Giant NetworkAugust 21, 2020Thanks for the feedback, there are rich game content, such as collection, exploration, various activities. I hope you can try our game, and we are confident that our game is attractive enough. I wish you a happy game ~"
"August 26, 2020","Warning, you will end up spending money. That being said, i was glad to pay for the additional content, and for the first time in a long while, found DLC that was actually worth paying for. Great gameplay, and story. Difficult at parts, but never unwinnable. Achievements that you actually work towards, and a progression path that makes sense. Weird how when someone makes a good game, I am willing to support them. And it's a card game, at that!",5,"Giant NetworkAugust 26, 2020Thanks for the feedback, there are rich game content, such as collection, exploration, various activities. I hope you can try our game, and we are confident that our game is attractive enough. I wish you a happy game ~"
"May 12, 2020","I really adore this game. Given the popularity of Slay the Spire, the rise of deck building rouguelikes isn't surprising but this is a particularly well done entry into the genre. It's so beautiful and polished that I immediately upgraded to the Collector's Edition after playing through the free character. I see myself losing hours to the game and I'm super excited to do so. Really well done!",5,"Giant NetworkMay 12, 2020Hello, Rose Clark.Thank you for supporting us! We appreciate it so much! Your payment will bring hope for the future development of the game. If there is any issue or suggestion feel free to reach us on FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"May 30, 2020","I think this is one of the greatest mobile game there is out there. Gameplay, soundtrack, visuals everything about this game is stunning... everything but the in-game purchases. They arent really in-game purchases but they are like the full-game. The free game feels like a demo,. Its as if you start the real game after purchasing the ""extras"" in the game. I really hope that they made the free game an actual demo and made the full game purchasable. Other than that this game is fantastic.",5,"Giant NetworkMay 31, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"April 22, 2020","Cool game but very short, and you have access to only 1 class out of 8 the rest you have to buy them for a very cheap price but still you have to pay unless you want to replay the same stages over and over again with the same class. More content and atleast 3 free playable classes would be better at convincing me to replay the game and spend money on it.",2,"Giant NetworkApril 22, 2020Thank you for your feedback.We'd like to improve the game in every aspect and deserve a 5 star rating :)"
"December 7, 2020","An absolute achievement, this game. A great card game, countless deck strategies combined with perks and every game is a new adventure/challenge. I'd also like to highlight the art, voice acting and even some lines the characters make, they all add up to the wide spectre of pure awesome. The game is very worth playing and dropping a few euros for other classes and some unlocks is worth the money. I hope there will be more updates or maybe even extensions of this game.",5,"Giant NetworkAugust 10, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"June 8, 2020","Amazing RPG-like card game with great graphics, great music/ambiance. It even has voice acting for every significant opponent you encounter. The gameplay is great, although a bit confusing in the beginning, until you learn the basics. It is completely ad-free, and the free version provides more than enough gameplay to pass a few hours. The DLC are also worth it, each adding a new gameplay mode. Absolutely recommended!",5,"Giant NetworkJune 9, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"January 11, 2021","I have to say that I usually don't play card style games, but this one can be quite fun. Other times it can be impossible, literally impossible. It would be much more fun if there was a way that you could improve your deck as you win, but after the initial coin improvements then you are waiting for the cosmic lottery to give you the needed cards to win a given difficulty. I would really like to keep 1 card after a hard-mode win, or even a permanent enhance to a card or else it's a loser loop.",2,"Giant NetworkJanuary 13, 2021Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D"
"May 23, 2020","I have purchased all items in game and all content and now the game demands me to pay or watch 30 second ads for content which i have already paid for!! This is BS!! I can't even demands a refund because i bought the game a long time afo!!! I would suggest anyone to avoid dishonest developers and this pay to win app like a plague!!! Dishonest developers to not deserve your money, neither does this app!!!",1,"Giant NetworkMay 25, 2020The ads will be appeared when you open the treasure. When you are fails, it will give you a blessing. If it defeats the chapter BOSS, it will give you double gold coins. It is not compulsory. Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting. ❤️"
"July 31, 2020","So far loving the game, great art style, great story telling and intuitive but very complex game mechanic when mixing all the cards, one minor detail that I would like to be corrected is that sometimes the dialogue window change too fast to the next one without me pressing next, and another little thing that may be helpful to gain more players is to have Spanish in the languages menu, I have friends that would love the game but they don't know English so that's a problem, anyways, God job!!",5,"Giant NetworkAugust 3, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"May 15, 2019","I absolutely love this game! The different characters's decks are very different, and you can develop multiple strategies within a single deck due to the variety of cards and blessings. The DLC is cheap and very worth it because it adds so much to the game. I would recommend this game to anyone! Also, I had a problem with the game and they responded very quickly and fixed the problem. the people working for the company care and it makes me love this game even that much more!",5,"Giant NetworkMay 15, 2019Hi, Sorry about the problem. We suffered some network problem last two days.
Now, we might have worked it out, please try it again."
"September 24, 2020",Cant remember the age of the game but it feels like Ive had it for as long as I can remember. Id give 4.5 if I could cause there are some minor translation errors that make some cards descriptions not match its effects. Its always a fun little game to come back to and its definitely worth the money to buy the classes. The ads are alright cause its only to revive or get bonuses after bosses or you can pay to remove them. Best card game on the market. Free stuff is fun- full game is worth the cash,5,"Giant NetworkSeptember 29, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"December 3, 2020","Let me just say first and foremost that every money that I spent here was WORTH IT! I just love the cards, strategies, and everything in this game! Planning to buy the whole game by December. Thank you for making such a wonderful game! (P.S. the payment for ads was so worth it, especially if you're impatient and just want to grind like me)",5,"Giant NetworkDecember 9, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"October 24, 2020","Third update, still really like this game but the fact that you need to be online to access the dlc you have paid for kills it for me. As when I want to play it is most typically in situations where I do not have network access. The game is listed as Offline but apparently that does not mean it will honor your purchases while you are offline. As when i have tried i am met with ""this content is not unlocked"" I wish I hadn't bought the dlc because when I need it, it isnt there. Uninstalling.",2,"Giant NetworkOctober 9, 2020Hello, please check your internet connection. Your internet works fine with a local server but our game is in a foreign server so you will meet this issue. If you still have this problem, please contact our support channel at FB: https://www.facebook.com/NightofFullMoonCardGame/ We will do our best to help you."
"July 12, 2020","Good game, very easy to beat on the first difficulties that are available to you, but it's a good way to get into it. Mainly I just wanted to say I really enjoyed and appreciated the voice acting and writing. It's a step above the terrible stuff I'm used to hearing in phone games, and you can tell the actors put some real effort in and it really helps with the charm of the game. It also helps that the characters aren't saying incredibly annoying/dumb stuff so again thank you for that.",5,"Giant NetworkJuly 13, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"February 17, 2021","Good storyline and development! I love the concept of the game and once you get the hang of it you know the strategies to defeat the mobs. They added in an element of story and path choices as well as in depth development of the story. The free version was good enough to see if you like the gameplay. I liked it so I got the collector's edition, definitely worth it whether to support the developers or just to make your gameplay more exciting. Hope the devs create more twists and plot shifts!!",5,"Giant NetworkFebruary 19, 2021Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"May 7, 2020","One of those games that requires you to break the game to win. So. Fun. Infinite combos, endless builds, deep strategy. I've been playing for solid hours at a time for several days, while listening to my books. What a gem. Its pretty sad to see any negative reviews (theres only a few) considering most are complaing the game is too hard. Weaklings! Support the developers; by buying their content so they may live nice, long lives, spending their days making more games for me to play.",5,"Giant NetworkMay 8, 2020Thank you for supporting us! We appreciate it so much!Your payment will bring hope for the future development of the game.  Do enjoy the game and please rate for us again! Thank you :D"
"October 24, 2018",Best game to play if you are just wasting time. With high replay value because everything is random. Multiple classes to play. You will need to spend $1 to get the other classes. Its OFFLINE BTW so you don't need data. Good time waster if you're waiting for something. Epic music!!! AN RPG FIT FOR MOBILE. THESE GUYS HIT EVERYTHING THAT A MOBILE GAME NEEDS. Good job to the creators. Will wait for more updates.,5,"Giant NetworkOctober 25, 2018Ty for ur feedback. We will keep moving and improve this game constantly. Btw, welcome to our FB page: https://www.facebook.com/Night-of-Full-Moon-2217510205147246
to get the latest news, lore and walkthrough, and communicate with other players."
"July 13, 2020","The game is really good, but now with the new update i cant continue without buying the next chapter and its really annoying. Thinking about uninstalling because I've played and replayed the same chapter multiple times to get to the hardest level so that i can start a new chapter and just before i make it to the new chapter the update makes it so that i can not open it without buying. I'm from south africa, and in my currency its really expensive. #annoyed #dissapointed.",4,"Giant NetworkJuly 13, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"November 5, 2020","I really enjoy this game with its variety of cards and game play with lots of replay-ability. HOWEVER some English texts are confusing and I really wish there was an infinite mode to challenge you to reach as far as you can as I find my self completely obliterating some runs and I would highly enjoy seeing how far I could get in an endless run situation. My last criticism would be the lack of upgradable bonuses for all runs. In short, after story line stuff needs a long stretch style difficulty",5,"Giant NetworkNovember 6, 2020Good day to you! We are sorry to hear that you feel that way. Please do keep in mind that, our game is based on luck and chance. And that's exactly why we shall keep our fingers crossed for you, hopefully, you will win more often. Good luck and have a most pleasant day!"
"October 6, 2018","A very fun card building, turn based battle game. While the execution of the gameplay is wonderful and the art and audio is amazing, the game seems to suffer from some balancing issues. It doesn't seem very fair if an enemy can kill me in one or two turns consistently when I'm at full health. The dialogue options also seem to appear randomly which can cause it to be difficult to gain the amount of courage or reputation you need. May be a very worthwhile game if some of the enemies can be balanced out.",3,"Giant NetworkOctober 9, 2018Thanks for your suggestion. We have balanced a lot in our new version. You can join our Beta Test version to try it."
"January 28, 2021",Really fun game with tons of replay-ability. There are plenty of deck builds you can go for that it is very much about strategy as opposed to luck. Ads are optional. You can easily win without getting their rewards. The bundle pack is a good value for all that you get. Only issue I have is that the English translations aren't perfect and there are some typos.,5,"Giant NetworkJanuary 29, 2021Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D"
"November 19, 2020","I bought a pack to unlock the characters back in May and kind of stopped playing for a few months. But I still think it was a good purchase. Went back to play as werewolf today and it's pretty fun! This game is good when you have spare time to kill. I like the music, story and graphics. I like that we have achievements to complete. The difficulty I think is that we cannot save a deck/game but to start with a new one each game. This is challenging and sometimes quite an agony for difficult boss.",5,"Giant NetworkNovember 24, 2020Thanks for your understanding and supporting. You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"July 10, 2020","I have finished all of the paid contents (even the puzzles) and I have to say that this game is absolutely worth the money. The story is interesting & beautiful, the gameplay is unique, & the art style and the music is just lovely. Each characters have different mechanics which allows various deck combinations and each levels difficulties are well paced, not too extreme that it makes the progress difficult nor too shallow that it makes it boring... Well played!!!",5,"Giant NetworkJuly 13, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"September 8, 2020",The game has alot of interesting card effects and the different classes are really unique and their are a lot of interesting enemy's with unique effects but my only complaint is that the game is too easy which is a problem made worse by the game allowing you to revive multiple times per run if you die and even giving you a buff when you do,4,"Giant NetworkSeptember 11, 2020We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 29,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/  have fun!!"
"May 22, 2019","I had fun playing it when I initially downloaded it. I made sure to log in with google games, but when I went back the next day my account was still logged in but it said there was no saved data to load. edit: after being contacted by the developer saying most log in bugs were fixed I redownloaded the game to play on only to find out that I still have no saved data and therefore cannot play on.",1,"Giant NetworkMay 15, 2019Hi, Sorry about the it, a lot of had login problem. We suffered some network problem last two days.
Now, we might have worked it out, please try it again."
"January 24, 2021","A Fun, arcadey, card roguelike. I've been everything, unlocked all achievements and still go back to replay constantly. It's a game that is well tailored to mobile gaming. I wish there were more like it. While there are other roguelike card games, this one is a bit more arcade like, in that it builds up quickly, each class is widely different, and you are not limited to very low energy amounts. Each playthrough is a chance to dominate or be dominated! I can't wait for the next update!",5,"Giant NetworkJanuary 29, 2021Good day to you! Thank you for your feedback Because our main goal is to provide everyone with the best gaming experience, we are going to keep your input in mind."
"September 16, 2020","Very addictive rogue like card game if you are a fan of yugioh or any card games and rogue genre you will have fun. The story and setting is very interesting, dark, mysterious and engaging. Only complaint is you cant unlock other clases unless you pay which isnt really bad since its one dollar. Only wish you could have the opportunity to unlock one class to see how much each class brings or a one time trial. Definitely give this game a try.",5,"Giant NetworkSeptember 18, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"June 12, 2020",Very nice take on a classic story with elegant mechanics on the card game. played on normal which was forgiving and actually enjoyed it very much. I only did my first run (unlocked the witch part of the story) but I already see the replayability value of this game and I love the 'classes' variation of RRH. Definitely would suggest it.,5,"Giant NetworkJune 15, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"May 1, 2020","Edit 2nd May 2020: there seems to have been an update to the app where on launch it now says my resource file isnt complete and needs to be downloaded. However it will not download the file so the app is now unusable. It's a shame because if it didnt have this major problem it would be 5 stars. Original review: Great game, cute graphics, with great reply value even without unlocking any DLC. Small note is that ""different"" is spelt incorrectly on the Entangled description :)",1,"Giant NetworkMay 1, 2020Sorry for the problem. You can go to File Management-Mobile Storage-Android-obb-com.ztgame.yyzy to see if there is an .obb file. Delete this file and re-enter the game to see if you can open the game normally. If not,please re-download the game."
"June 19, 2020","Phenomenal game with lots of different and inventive play styles. Ads don't get in the way of gameplay and you can play offline with 0 trouble. If you like the main gameplay offered with the fighter class it's well worth the 7$ to unlock all characters as it greatly expands the replayability, there are a few spelling errors on some of the card descriptions and I wish I could play more then 3 chapters but this game has given me countless hours of fun and I hope they keep adding new content!",4,"Giant NetworkJune 19, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"February 17, 2021","This game is really fun. Like REALLY fun. Addicting too. Simply put, the only reason I am not giving it 5 stars is there is a small pay wall to access the other classes, and the replayability of the standard game mode is lacking in my opinion. That being said, for < $10 of what I spent totally on this game, I've certainly gotten plenty of time out of it.",4,"Giant NetworkFebruary 19, 2021Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"July 4, 2020","I hope there are other ways to unlock the other class without spending real money,but I understand that they need money to develop this game.Beaten all the character,love the graphic,gameplay is simple but challenging,love the story,love the different difficulty.But consider giving one more character class for free😁 just so the player have other choice other than just the standard one.",5,"Giant NetworkJuly 6, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"July 18, 2020","I love this game...very frustrating sometimes while learning the game play. Accidentally deleted my best card! That aside, it is really great graphics, storyline and characters are so well done. The neat part is your decisions drive the story. Very imaginative. I will be playing this game, and the Diaries as well, for a very long time.",5,"Giant NetworkJuly 20, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"May 31, 2020","I have to say it is an addicting game however i feel you should be able to unlock atleast 2 of the characters for free since like 80% of the game is behind a paywall. It's a great game but it's perpetuality of using the same character just doesn't appeal too much. And i feel like bots are the one that are reviewing these reviews since none of them say ""sorry"" or ""we will fix that""",3,"Giant NetworkMay 31, 2020Hello. Thank you for supporting us! You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"January 21, 2020","While I purchased the collector's edition pack, I can't recommend anyone spend money on this game at the moment. There are a lot of bugs. Regular app freezes, cards mechanics that don't work (several list ""Draw 1 card"" but do nothing), and the latest seasonal patch's bosses don't double the gold coins after watching an ad like it says (doing so clears your reward). Just a lot of examples where play testing wasn't thorough. Shame these things make an otherwise great looking game hard to enjoy.",2,"Giant NetworkJanuary 22, 2020Could you kindly tell us more about the problem you are facing at ? We are looking to improve the game. Thanks."
"September 16, 2020","Great game, super entertaining and can be a bit challenging (mainly just the last level of difficulty). But it says offline but it never started for me without internet connection and there is a bug with the fairy blessings: after you pic one sometimes it will appear in the choices again but if you click on it you just waisted a buff (the effect doesn't stack). Would love to give 5 ☆ but unless those get fixed I can't",3,"Giant NetworkSeptember 18, 2020Hello, please check your internet connection. Your internet works fine with a local server but our game is in a foreign server so you will meet this issue. If you still have this problem, please contact our support channel at FB: https://www.facebook.com/NightofFullMoonCardGame/ We will do our best to help you."
"May 14, 2020","I absolutely love this game. I am hooked! In my last review, my only complaint was that I wished there was more to it. And now the newest update has really excited me! It's great to know that the people working on this masterpiece are still coming up with new ways to add onto it. It is such a fascinating game.",5,"Giant NetworkMay 15, 2020Ty for ur feedback. We will keep moving and improve this game constantly. Btw, welcome to our FB page: https://www.facebook.com/NightofFullMoonCardGame to get the latest news, lore and walkthrough, and communicate with other players."
"December 13, 2020","Probably the best deckbuilding game ive played in awhile. Many classes with their own unique play styles, with different archetypes in each to try out, a good learning curve with many difficulties, and lots of rewards to be earned from your runs. My fiance showed me this game and i was instantly hooked. Its very obvious that the dev team was passionate about making this game good.",5,"Giant NetworkDecember 17, 2020Hello！We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 30,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/ Thank you for your review ^_^. Have a wonderful day and best of luck at our game! ^_^"
"December 8, 2020","Surprised a game of this caliber is for free. Haven't spend yet on the dlcs but it's clean user interface, wide combo possibilities, and immersive graphic, animation, and audio implementation are amazing. Has immense replay-ability and is breath of fresh air to play through. Would 100% recommend trying at least one run of the game if you enjoy Dungeon runs, adventure deck building (Like Slay The Spire). Looking forward to future updates. Best wishes towards future players and the dev team.",5,"Giant NetworkDecember 9, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting."
"June 8, 2020","This game is extremely immersive and quite impressive. Every class has any different options as to how you build your deck. With the main being attack focused, defense focused or equipment focused. Attack can have to do with normal attack cards, action cards or magic cards. Some playstyles include special tactics like the proper implementation of trap cards or negative effects on the enemy AI. Timer cards and even self inflicting cards. And all enemies feel different based on your class and deck",5,"Giant NetworkJune 9, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"June 28, 2020","I've been addicted to this game ever since I bought it, and have bought all the DLC content: It's worth every penny. It has a great story line and wonderful playability. The music is excellent and along with the voices give this game a special atmosphere, similar to the wonderful Inkle games like 80 Days and Sorcery!.",5,"Giant NetworkJune 28, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"June 20, 2020","Lowered to 3 Starz. I love this game and have purchased additions but I can't progress on the bosses. I beat the witch and get sent back to the front screen. Ok, so I play again. And beat the witch again. Always the witch. None of the others. I've tried every option available, but can't progress. It ends up being the same thing over and over. Got tired and uninstalled. Oh well. Update: I've updated and am trying again. I'll report back 😉",3,"Giant NetworkJune 19, 2020Please upgrade the game to the latest version！"
"May 12, 2020","I paid full price for this game, and now with the update they have added ads. I get that they are optional, but it takes away from the experience, and someone who has already paid 6 usd for a game should not still have to see ads. To comment on the response, even though its optional, its still leaning towards pay (or ads) to win. This disrupts the game balance and just lessens the experience if during a single run you're prompted to watch ads several times.",1,"Giant NetworkMay 12, 2020Hello！Thank you so much for your suggestion. We will pass it on devs.Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting.Enjoying the gaming time!❤️"
"December 2, 2020","I thought there was an issue with not being able to save progress but I'm the idiot. The Continue button is close to the Achievement button which makes it look like the same button. Developer answered my message and walked me through. Great game, you feel a little OP and it needs a little polish to make the game feel more put together but it's over fun. Great animation also. Definitely worth a buck to play.",4,"Giant NetworkDecember 2, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D"
"June 30, 2020","The game is amazing! Gameplay is simple but intuitive, story is worthwhile and enjoyable. Even the characters are super quirky and fun. The only problem is the paywall. Sure you can go for a countless number of playthroughs as one or two characters but that's about it. Not for f2p players, but for those who are willing to pay for extra content, I'd very much recommend it! The game is still an amazing card game, but again, not everyone will want to pay a couple bucks.",5,"Giant NetworkJuly 1, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"January 7, 2021","It looks like it should be a fun game, but you essentially play until your health is too low to beat anyone then you're stuck. The only option is to restart the game and loose all progress which sucks big time. There is no guide or tutorial to explain anything either. Searching for answers online did not yield any results.",1,"Giant NetworkJanuary 8, 2021We are sorry to hear that you encountered some technical disruptions while playing. Please, send the problem to our team: nofmgame@hotmail.com. If you still have this problem, please contact our support channel at FB: https://www.facebook.com/NightofFullMoonCardGame/ We will do our best to help you."
"August 21, 2020","It has been most enjoyable, challenging but doable. I liked the variety of the opponents and their stories and the interactions. Looks like everyone in the village has some secrets to hide. I didn't pay for the other characters, maybe when I get rich ;) - but I appreciate what you provided for free. Thanks!",5,"Giant NetworkAugust 21, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"September 19, 2020","If you're like me, you sift through the massive garbage pile of games on the play store, hoping to find a game that's worth playing for more than twenty minutes. This is a diamond in the rough we've been waiting for. A solid deckbuilder, gorgeous art, fair pricing for extra content, optional ads that you don't feel the need to use, and enough unlockable content to make each run feel new. Minor downsides: slightly poor translation, some esoteric mechanics, and a bit easy if you're competent.",5,"Giant NetworkSeptember 23, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"September 25, 2020","Great game, lots of content, while there are always going to be the best and optimal strategy for each class. It doesn't ever feel like one archetype is better then the other except in a few cases (prayer nun feels less consistent and weaker without traits then say a confession build) but all in all a wonderful game content wise.",5,"Giant NetworkSeptember 29, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
