,date,review,star,res,clean_content,topic
183,"June 4, 2020",Well I got stuck because I didn't realize if I had base action taken (in form of meditation) that it would be...like that forever to a point I could no longer combat with action card. Honestly a great game ruined by a short sighted game mechanic. The frustration is real because the game is just that good that I'm frustthey looked over this. At least make it so you can edit the blessing instead of having to start all over.,1,"Giant NetworkJune 4, 2020Sorry for the problem. You can go to File Management-Mobile Storage-Android-obb-com.ztgame.yyzy to see if there is an .obb file. Delete this file and re-enter the game to see if you can open the game normally（do not need re-download the game）. If can not sovle it, please sent the screenshot to our email: nofmgame@hotmail.com.",giant networkjun sorri problem go file manag mobil storag android obb com ztgame yyzi see obb file delet file enter game see open game normal need download game sovl pleas sent screenshot email nofmgam hotmail com,[4]
186,"July 22, 2020","It is an amazing game, 5 star worthy. I only give it 4 stars because you have to pay for all the classes exept one. It would be good if you could unlock some. I think one can be unlocked by watching ads, but other than that I don't know. If they can be unlocked, it doesn't mention this in the game so it makes people more likely to spend money.",4,"Giant NetworkJuly 22, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkjuli hello thank support us appreci much issu suggest pleas feel free reach us facebook http www facebook com nightoffullmooncardgam enjoy game thank,"[0, 1, 2, 3, 4]"
187,"October 26, 2020","This is a really great card game, it is really fun. You have a multitude of options to build your deck and it's so great that I bought the collector's edition. But now with new things coming up, specifically the new class, shouldn't it be released for free? Specially for collectors... The DLC business model is getting really annoying really fast, don't ruin this game with a microtransaction-like model.",3,"Giant NetworkOctober 27, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkoctob apolog inconveni caus payment part unavoid ad futur game develop thank understand support join commun activ opportun unlock new content free fb http www facebook com nightoffullmooncardgam enjoy game thank,[2]
188,"December 22, 2020","Sneaky tactics to get loyal fans to pay more. Totally dishonest. You can't offer an all inclusive package deal and then backpedal on that and add advertisements later and call that good business... it's a horrible, greedy model to make your existing customer base pay to remove ads when they believed they had already paid their dues for the full game experience.",1,"Giant NetworkSeptember 23, 2020We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!",giant networkseptemb apolog inconveni caus advertis part unavoid ad futur game develop purchas game elimin ad remov thank understand support fun game,[2]
199,"April 22, 2020","Cool game but very short, and you have access to only 1 class out of 8 the rest you have to buy them for a very cheap price but still you have to pay unless you want to replay the same stages over and over again with the same class. More content and atleast 3 free playable classes would be better at convincing me to replay the game and spend money on it.",2,"Giant NetworkApril 22, 2020Thank you for your feedback.We'd like to improve the game in every aspect and deserve a 5 star rating :)",giant networkapril thank feedback like improv game everi aspect deserv star rate,[0]
202,"January 11, 2021","I have to say that I usually don't play card style games, but this one can be quite fun. Other times it can be impossible, literally impossible. It would be much more fun if there was a way that you could improve your deck as you win, but after the initial coin improvements then you are waiting for the cosmic lottery to give you the needed cards to win a given difficulty. I would really like to keep 1 card after a hard-mode win, or even a permanent enhance to a card or else it's a loser loop.",2,"Giant NetworkJanuary 13, 2021Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",giant networkjanuari thank support us apolog inconveni caus promis give better game experi futur enjoy game pleas rate us thank,[4]
203,"May 23, 2020","I have purchased all items in game and all content and now the game demands me to pay or watch 30 second ads for content which i have already paid for!! This is BS!! I can't even demands a refund because i bought the game a long time afo!!! I would suggest anyone to avoid dishonest developers and this pay to win app like a plague!!! Dishonest developers to not deserve your money, neither does this app!!!",1,"Giant NetworkMay 25, 2020The ads will be appeared when you open the treasure. When you are fails, it will give you a blessing. If it defeats the chapter BOSS, it will give you double gold coins. It is not compulsory. Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting. ❤️",giant networkmay ad appear open treasur fail give bless defeat chapter boss give doubl gold coin compulsori payment bring hope futur develop game thank understand support,"[3, 2]"
208,"October 24, 2020","Third update, still really like this game but the fact that you need to be online to access the dlc you have paid for kills it for me. As when I want to play it is most typically in situations where I do not have network access. The game is listed as Offline but apparently that does not mean it will honor your purchases while you are offline. As when i have tried i am met with ""this content is not unlocked"" I wish I hadn't bought the dlc because when I need it, it isnt there. Uninstalling.",2,"Giant NetworkOctober 9, 2020Hello, please check your internet connection. Your internet works fine with a local server but our game is in a foreign server so you will meet this issue. If you still have this problem, please contact our support channel at FB: https://www.facebook.com/NightofFullMoonCardGame/ We will do our best to help you.",giant networkoctob hello pleas check internet connect internet work fine local server game foreign server meet issu still problem pleas contact support channel fb http www facebook com nightoffullmooncardgam best help,[3]
213,"July 13, 2020","The game is really good, but now with the new update i cant continue without buying the next chapter and its really annoying. Thinking about uninstalling because I've played and replayed the same chapter multiple times to get to the hardest level so that i can start a new chapter and just before i make it to the new chapter the update makes it so that i can not open it without buying. I'm from south africa, and in my currency its really expensive. #annoyed #dissapointed.",4,"Giant NetworkJuly 13, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkjuli hello thank support us appreci much issu suggest pleas feel free reach us facebook http www facebook com nightoffullmooncardgam enjoy game thank,"[0, 1, 2, 3, 4]"
215,"October 6, 2018","A very fun card building, turn based battle game. While the execution of the gameplay is wonderful and the art and audio is amazing, the game seems to suffer from some balancing issues. It doesn't seem very fair if an enemy can kill me in one or two turns consistently when I'm at full health. The dialogue options also seem to appear randomly which can cause it to be difficult to gain the amount of courage or reputation you need. May be a very worthwhile game if some of the enemies can be balanced out.",3,"Giant NetworkOctober 9, 2018Thanks for your suggestion. We have balanced a lot in our new version. You can join our Beta Test version to try it.",giant networkoctob thank suggest balanc lot new version join beta test version tri,[1]
219,"September 8, 2020",The game has alot of interesting card effects and the different classes are really unique and their are a lot of interesting enemy's with unique effects but my only complaint is that the game is too easy which is a problem made worse by the game allowing you to revive multiple times per run if you die and even giving you a buff when you do,4,"Giant NetworkSeptember 11, 2020We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 29,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/  have fun!!",giant networkseptemb happi hear fun play game pleas sure rate us star like free content honor sure join fan fb http www facebook com nightoffullmooncardgam fun,[0]
220,"May 22, 2019","I had fun playing it when I initially downloaded it. I made sure to log in with google games, but when I went back the next day my account was still logged in but it said there was no saved data to load. edit: after being contacted by the developer saying most log in bugs were fixed I redownloaded the game to play on only to find out that I still have no saved data and therefore cannot play on.",1,"Giant NetworkMay 15, 2019Hi, Sorry about the it, a lot of had login problem. We suffered some network problem last two days.
Now, we might have worked it out, please try it again.",giant networkmay hi sorri lot login problem suffer network problem last two day might work pleas tri,[0]
224,"May 1, 2020","Edit 2nd May 2020: there seems to have been an update to the app where on launch it now says my resource file isnt complete and needs to be downloaded. However it will not download the file so the app is now unusable. It's a shame because if it didnt have this major problem it would be 5 stars. Original review: Great game, cute graphics, with great reply value even without unlocking any DLC. Small note is that ""different"" is spelt incorrectly on the Entangled description :)",1,"Giant NetworkMay 1, 2020Sorry for the problem. You can go to File Management-Mobile Storage-Android-obb-com.ztgame.yyzy to see if there is an .obb file. Delete this file and re-enter the game to see if you can open the game normally. If not,please re-download the game.",giant networkmay sorri problem go file manag mobil storag android obb com ztgame yyzi see obb file delet file enter game see open game normal pleas download game,[4]
225,"June 19, 2020","Phenomenal game with lots of different and inventive play styles. Ads don't get in the way of gameplay and you can play offline with 0 trouble. If you like the main gameplay offered with the fighter class it's well worth the 7$ to unlock all characters as it greatly expands the replayability, there are a few spelling errors on some of the card descriptions and I wish I could play more then 3 chapters but this game has given me countless hours of fun and I hope they keep adding new content!",4,"Giant NetworkJune 19, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkjun hello thank support us appreci much issu suggest pleas feel free reach us facebook http www facebook com nightoffullmooncardgam enjoy game thank,"[0, 1, 2, 3, 4]"
226,"February 17, 2021","This game is really fun. Like REALLY fun. Addicting too. Simply put, the only reason I am not giving it 5 stars is there is a small pay wall to access the other classes, and the replayability of the standard game mode is lacking in my opinion. That being said, for < $10 of what I spent totally on this game, I've certainly gotten plenty of time out of it.",4,"Giant NetworkFebruary 19, 2021Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!",giant networkfebruari thank love comment mean lot us issu suggest pleas feel free reach us facebook fb http www facebook com nightoffullmooncardgam mail nofmgam hotmail com fun game,[1]
229,"May 31, 2020","I have to say it is an addicting game however i feel you should be able to unlock atleast 2 of the characters for free since like 80% of the game is behind a paywall. It's a great game but it's perpetuality of using the same character just doesn't appeal too much. And i feel like bots are the one that are reviewing these reviews since none of them say ""sorry"" or ""we will fix that""",3,"Giant NetworkMay 31, 2020Hello. Thank you for supporting us! You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkmay hello thank support us join commun activ opportun unlock new content free fb http www facebook com nightoffullmooncardgam enjoy game thank,[2]
230,"January 21, 2020","While I purchased the collector's edition pack, I can't recommend anyone spend money on this game at the moment. There are a lot of bugs. Regular app freezes, cards mechanics that don't work (several list ""Draw 1 card"" but do nothing), and the latest seasonal patch's bosses don't double the gold coins after watching an ad like it says (doing so clears your reward). Just a lot of examples where play testing wasn't thorough. Shame these things make an otherwise great looking game hard to enjoy.",2,"Giant NetworkJanuary 22, 2020Could you kindly tell us more about the problem you are facing at ? We are looking to improve the game. Thanks.",giant networkjanuari could kindli tell us problem face look improv game thank,"[3, 1, 0, 4, 2]"
231,"September 16, 2020","Great game, super entertaining and can be a bit challenging (mainly just the last level of difficulty). But it says offline but it never started for me without internet connection and there is a bug with the fairy blessings: after you pic one sometimes it will appear in the choices again but if you click on it you just waisted a buff (the effect doesn't stack). Would love to give 5 ☆ but unless those get fixed I can't",3,"Giant NetworkSeptember 18, 2020Hello, please check your internet connection. Your internet works fine with a local server but our game is in a foreign server so you will meet this issue. If you still have this problem, please contact our support channel at FB: https://www.facebook.com/NightofFullMoonCardGame/ We will do our best to help you.",giant networkseptemb hello pleas check internet connect internet work fine local server game foreign server meet issu still problem pleas contact support channel fb http www facebook com nightoffullmooncardgam best help,[3]
237,"June 20, 2020","Lowered to 3 Starz. I love this game and have purchased additions but I can't progress on the bosses. I beat the witch and get sent back to the front screen. Ok, so I play again. And beat the witch again. Always the witch. None of the others. I've tried every option available, but can't progress. It ends up being the same thing over and over. Got tired and uninstalled. Oh well. Update: I've updated and am trying again. I'll report back 😉",3,"Giant NetworkJune 19, 2020Please upgrade the game to the latest version！",giant networkjun pleas upgrad game latest version,"[1, 0, 4, 3, 2]"
238,"May 12, 2020","I paid full price for this game, and now with the update they have added ads. I get that they are optional, but it takes away from the experience, and someone who has already paid 6 usd for a game should not still have to see ads. To comment on the response, even though its optional, its still leaning towards pay (or ads) to win. This disrupts the game balance and just lessens the experience if during a single run you're prompted to watch ads several times.",1,"Giant NetworkMay 12, 2020Hello！Thank you so much for your suggestion. We will pass it on devs.Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting.Enjoying the gaming time!❤️",giant networkmay hello thank much suggest pass dev payment bring hope futur develop game thank understand support enjoy game time,[2]
239,"December 2, 2020","I thought there was an issue with not being able to save progress but I'm the idiot. The Continue button is close to the Achievement button which makes it look like the same button. Developer answered my message and walked me through. Great game, you feel a little OP and it needs a little polish to make the game feel more put together but it's over fun. Great animation also. Definitely worth a buck to play.",4,"Giant NetworkDecember 2, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",giant networkdecemb thank support us apolog inconveni caus promis give better game experi futur enjoy game pleas rate us thank,[4]
241,"January 7, 2021","It looks like it should be a fun game, but you essentially play until your health is too low to beat anyone then you're stuck. The only option is to restart the game and loose all progress which sucks big time. There is no guide or tutorial to explain anything either. Searching for answers online did not yield any results.",1,"Giant NetworkJanuary 8, 2021We are sorry to hear that you encountered some technical disruptions while playing. Please, send the problem to our team: nofmgame@hotmail.com. If you still have this problem, please contact our support channel at FB: https://www.facebook.com/NightofFullMoonCardGame/ We will do our best to help you.",giant networkjanuari sorri hear encount technic disrupt play pleas send problem team nofmgam hotmail com still problem pleas contact support channel fb http www facebook com nightoffullmooncardgam best help,[3]
245,"May 28, 2020","Why did my purchases disappear after the recent update?? I'm not buying everything again. I've spent a good amount of money on this game and to take it away without even an option to recover in-app purchases is a very bad idea on the developer's part. This NEEDS to be fixed. Very addicting game overall, but this just ruined a huge chunk of it for me.",3,"Giant NetworkMay 29, 2020Please send your UID and GPA to our email: nofmgame@hotmail.com. We will solve it as soon as possible . Thank you!",giant networkmay pleas send uid gpa email nofmgam hotmail com solv soon possibl thank,[3]
246,"June 21, 2020","The story design, gameplay, art, music, and characters are phenomenal in this game. If you like Magic the Gathering or Hearthstone but want a single player experience, or like other paper games like Dominion or Star Realms but wish there was a high quality phone game to play, try this out! I give the game 4/5 because there are some translation errors from Chinese to English which effect what you think a card or ability will do. If these errors are fixed I will increase my review to 5/5.",4,"Giant NetworkJune 22, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkjun hello thank support us appreci much issu suggest pleas feel free reach us facebook http www facebook com nightoffullmooncardgam enjoy game thank,"[0, 1, 2, 3, 4]"
247,"June 20, 2020","Seems like a competent deck-building game but it made me SUPER uncomfortable to play a game starring a child and have half the enemies have some kind of mind-control/seduction/lust theme. One even had ""lust"" in the name and kept saying voice lines about lust. If you're gonna have a horny card game, fine, but don't make a kid the PC FFS.",2,"Giant NetworkJune 22, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkjun hello thank support us appreci much issu suggest pleas feel free reach us facebook http www facebook com nightoffullmooncardgam enjoy game thank,"[0, 1, 2, 3, 4]"
252,"May 1, 2020","It was good, I paid for it, then teey change it.And now it's endless adds adds adds.... Went from on of the best Android games to a adds simulator And then the developers comes and say even tho you already paid for it and watch a few adds, we choose make it so full of adds that you spend more time watching adds than playing. But dont worry, just pay more ""wink wink face"" You choose greed over integrity, I would never have paid anything for this game if it had this amount of adds from the start",1,"Giant NetworkMay 1, 2020Hello. Team of ""Night of the Full Moon"". We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!　(*^__^*)",giant networkmay hello team night full moon apolog inconveni caus advertis part unavoid ad futur game develop purchas game elimin ad remov thank understand support fun game ^__^,[2]
253,"May 12, 2019","I love the art work and gameplay, it's a beautiful and great game, however I can't get any of the DLC because you have to link either googleplay or Facebook and every time I try I get an error. I can't even log out and back in as dev has suggested in several reviews because I could never log in in the first place. Super disappointed because there's a ton of the game I can't get to now and I'd actually love to throw money at it. 🤷🏻‍♀️",3,"Giant NetworkMay 15, 2019Hi, Sorry about the it, a lot of had login problem. We suffered some network problem last two days.
Now, we might have worked it out, please try it again.",giant networkmay hi sorri lot login problem suffer network problem last two day might work pleas tri,[0]
254,"June 5, 2020",I adore this game. The art style is charming and full of love. The atmosphere is gorgeous and really sets the mood. The gameplay is challenging but fair. I do wish there was a brief explanation of how each character worked because they all play very different from each other. After you defeat a monster they have a quip that alludes to the story. This made me want to continue. Surprisingly the story is quite deep. My one complaint that certain things are monetized that don't make sense to be,4,"Giant NetworkJune 7, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkjun hello thank support us appreci much issu suggest pleas feel free reach us facebook http www facebook com nightoffullmooncardgam enjoy game thank,"[0, 1, 2, 3, 4]"
255,"June 17, 2020","I rate this 4 stars based on the functionality of the app (rather than the gameplay) in correlation with the price. The price is high for the package that contains most of the characters (it jumped from 5.99 to 7.99 when I went to purchase...) I was hesitant. The gameplay is worth that 5.99, but the fact that you have to be ""logged in"" to access that content means that if you for some reason don't have access to internet, or have bad internet and fail to log in you can't use what you payed for.",4,"Giant NetworkJune 17, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkjun hello thank support us appreci much issu suggest pleas feel free reach us facebook http www facebook com nightoffullmooncardgam enjoy game thank,"[0, 1, 2, 3, 4]"
257,"December 17, 2020","I love this game so much, I would say it definitely makes you use your noggin when choosing cards and the array of different monsters can keep you on your toes. The art is great. The gameplay is awesome if you're into deck building games, and it has the kind of solo mission style that truly makes it a perfect as a phone game and not a physical game. I beat the free version about 5 times before purchasing the complete DLC pack, which is also wicked fun, but after buying, it kept crashing my game.",4,"Giant NetworkDecember 17, 2020We are sorry to hear that you encountered some technical disruptions while playing. Please, send the problem to our team: nofmgame@hotmail.com. If you still have this problem, please contact our support channel at FB: https://www.facebook.com/NightofFullMoonCardGame/ We will do our best to help you.",giant networkdecemb sorri hear encount technic disrupt play pleas send problem team nofmgam hotmail com still problem pleas contact support channel fb http www facebook com nightoffullmooncardgam best help,[3]
259,"September 15, 2020","The game is very unstable during ads in which it causes it to crash, and losing progress on top of it. Game is mostly shallow (though free), and a majority of content is locked behind paywalls. You only get one character to play with, and only one tree for bonuses so far. After filling that tree, there is no point in playing anymore unless you fork out for the other characters. Some enemy decks have balance issues as well. Fun either way!",2,"Giant NetworkSeptember 18, 2020I’m sorry to hear that. If there is any issue or suggestion feel free to reach us on our FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!",giant networkseptemb sorri hear issu suggest feel free reach us fb http www facebook com nightoffullmooncardgam mail nofmgam hotmail com fun game,"[3, 1]"
260,"February 6, 2021","It's a tedious game for me. You will like it if you enjoy card games, but that wasn't what I was hoping for. The story was a bit draggy and uncompelling, so I personally didn't enjoy it very much. Graphics were good and the game play was smooth, so try it if you're interested and hopefully you enjoy the ride better than I did.",3,"Giant NetworkFebruary 9, 2021Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkfebruari hello thank support us appreci much issu suggest pleas feel free reach us facebook http www facebook com nightoffullmooncardgam enjoy game thank,"[0, 1, 2, 3, 4]"
261,"April 1, 2019",So giving it one stars now because I feel betrayed. I am so tired of monetizing everything. You pay for the game I want to play the game. I don't want to watch an ad for gold or rez for ad. It feels like cheating. Please stop doing this. I have bought every class and anything I can. But the ads kill it for me. Original review now. Amazing game. Worth every penny. I WANTED to support to developer not nickel and domed into spending money. Give it a shot you will love it. Still sad. Q,1,"Giant NetworkApril 2, 2019I understand your feeling. The game is not completed, we are still developing. The ADs provide a lot of revenue for us, hope you can understand",giant networkapril understand feel game complet still develop ad provid lot revenu us hope understand,[0]
262,"June 12, 2020","This game is great, mechanically. Not as in-depth (free class) as some pc alternatives, but fun for a mobile game. But it seems that there are missing some QA work, speech bubbles not matching the voice lines, formatting that's weird etc. I'll probs buy the full game when I complete the free class, but I wish there was a trial of the other classes, just let me play against one 30 card deck with achievements disabled or something so I can get a feel for them before I buy.",4,"Giant NetworkJune 12, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkjun hello thank support us appreci much issu suggest pleas feel free reach us facebook http www facebook com nightoffullmooncardgam enjoy game thank,"[0, 1, 2, 3, 4]"
264,"October 26, 2020","Love the game, went through the story once and figured I'd unlock a new character to play, but that's a big no. In order to play as any other characters other than the Knight you have to pay a dollar. Seriously wasn't expecting that, the fact there are upwards of 700 cards you can unlock is fantastic but that only goes so far if you can only play as one character is beyond disappointing and heart breaking.",1,"Giant NetworkOctober 27, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkoctob apolog inconveni caus payment part unavoid ad futur game develop thank understand support join commun activ opportun unlock new content free fb http www facebook com nightoffullmooncardgam enjoy game thank,[2]
266,"May 14, 2020","Enjoyable, well put-together, bought the collectors edition. Only complaint is its very easy to get backed in to a corner. Much success is based on luck as well as skill on higher difficulties, with injuries carrying over between fights, and finding yourself low on health against a tough enemy when you are out of healing options can put up a permanent road block, wasting your progress and sucking the fun out of the game. If they added full health to the ad revive it'd be a 5 star game.",4,"Giant NetworkMay 15, 2020Hello. Team of ""Night of the Full Moon"". We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. Have fun gaming!　(*^__^*)",giant networkmay hello team night full moon apolog inconveni caus payment part unavoid ad futur game develop thank understand support fun game ^__^,[2]
269,"February 19, 2021","Hi, I've been playing the game for a few months now and bought most of the dlc. I enjoyed the game and feel like the purchase was worth the price, and I have no complain for the past few months. With the newest update however, I found that there is no ads reward to be found after dying or finishing boss fight. Edit: Nevermind, I found the cause. I recently changed the cover to Collector's Edition and suddenly the ads reward stopped. It's working normally now after I changed it back to Classic.",4,"Giant NetworkFebruary 19, 2021Sorry for the problem. You can go to File Management-Mobile Storage-Android-obb-com.ztgame.yyzy to see if there is an .obb file. Delete this file and re-enter the game to see if you can open the game normally（do not need re-download the game）. If can not sovle it, please sent the screenshot to our email: nofmgame@hotmail.com.",giant networkfebruari sorri problem go file manag mobil storag android obb com ztgame yyzi see obb file delet file enter game see open game normal need download game sovl pleas sent screenshot email nofmgam hotmail com,[4]
272,"July 20, 2020","An interesting gameplay, given cards to company your journey thru the night, just need few try and you'll be pro. So the game is good enough to spend my time, unfortunately the storyis short all it takes is 2 hours to meet the last boss (werewolf) and boom the game is end, means you have to play another story.",4,"Giant NetworkJuly 20, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkjuli hello thank support us appreci much issu suggest pleas feel free reach us facebook http www facebook com nightoffullmooncardgam enjoy game thank,"[0, 1, 2, 3, 4]"
273,"October 11, 2020",I die over n over from only two things poison still stupidly Overpowered. And red diaries expansion HAS WAY TOO MANY enemies putting WAY TOO MANY garbage cards in my deck OVER AND OVER. Plz fix now always so many garbage cards in my hand I have to pass turn so much fix now Devil princess always my hand is full of her cards. Passturnpassturn fix fix fix Nice auto response... viper queen gives 35 poison in first round 70 in second. Dead. Not possible. You broke your promise.,1,"Giant NetworkSeptember 29, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",giant networkseptemb thank support us apolog inconveni caus promis give better game experi futur enjoy game pleas rate us thank,[4]
277,"October 22, 2020",Very good game and visually great after update But so many bugs just after this recent update Like whenever I reply a message while still playing it got stuck and whenever I see ad for resurrect it got stuck with somekind of chinese text and not respond to any kind of tap Maybe you can repair those bugs and it will be great!,3,"Giant NetworkOctober 23, 2020Sorry to bring you a bad game experience! We're doing our best to fix it! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",giant networkoctob sorri bring bad game experi best fix apolog inconveni caus promis give better game experi futur enjoy game pleas rate us thank,[4]
278,"May 2, 2020","Updated rating 1 star: they added in mandatory ads. I've paid for everything in the game, and they added more ads and the option to pay to remove them. I refuse to spend MORE money just for that. Love the game! I always play as a witch because I like playing as a mage, and it's always fun! to unlock any class other than the knight costs a dollar (super cheap in my opinion) and very well worth it!",1,"Giant NetworkMay 2, 2020Hello. Team of ""Night of the Full Moon"". We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!　(*^__^*)",giant networkmay hello team night full moon apolog inconveni caus advertis part unavoid ad futur game develop purchas game elimin ad remov thank understand support fun game ^__^,[2]
280,"November 17, 2020","At first I was wowed by the game. Bought a character to find myself disappointed. 1. We can only play one story. If you want to play another character then they will delete the other one. 2. After fight with boss and you want to investigate the character, and you lose, there is no way to restore your HP. So it means you have to start over. 3. You can't save the cards that you earn. So, like I said. Not thrilled anymore.",2,"Giant NetworkNovember 18, 2020Hello! Please send your thoughts and problems to our email address: nofmgame@hotmail.com We will continue to work hard!",giant networknovemb hello pleas send thought problem email address nofmgam hotmail com continu work hard,[3]
283,"October 9, 2020","Firstly, I have only played the first character (knight). I've only beaten 7 times and I'm still playing. The plot and artwork is good. However, there is a bit to be desired from gameplay. Card synergies aren't obvious and aren't abundant (with the knight), hopefully more cards relying on synergies will be introduced, such as Slay the Spire combinations. Some enemies are way too OP. They have cards that do massive damage. One enemy even copies your whole deck. I look forward to your changes!",4,"Giant NetworkOctober 9, 2020Good day to you! We are sorry to hear that you feel that way. Please do keep in mind that, our game is based on luck and chance. And that's exactly why we shall keep our fingers crossed for you, hopefully, you will win more often. Good luck and have a most pleasant day!",giant networkoctob good day sorri hear feel way pleas keep mind game base luck chanc exactli shall keep finger cross hope win often good luck pleasant day,[0]
284,"July 29, 2020","Game used to be fun, but now some of the cards and blessings aren't taking effect (again). Restarting the game doesn't fix the issue. The game also hates VPN connections and will freeze if you have one. Other effects also happen at the wrong moments i.e. ""end of turn"" and ""start of turn"", ""draw a card"". Game is no longer fun due to not working right anymore. Controls themselves are easy as hell to use, same with the GUI.",2,"Giant NetworkJuly 10, 2020We have fixed the problem！",giant networkjuli fix problem,[4]
286,"November 15, 2018","This game might not be for everyone, but if you know of Slay the Spire and like it - its for you. One of the few games that I really love. Replayable and actually takes skill, with a nice progression system to change up the gameplay over time. A few time quality of life improvements that I'd like: - Better UI for the Courage and Reputation counters. Isn't super clear. - Have a separate 'New Game' and 'Load' buttons. I find myself resetting runs because I forget how the save mechanic works. Otherwise, great game. The developers responded quickly to an issue I have before, and it now works. 10/10",3,"Giant NetworkOctober 24, 2018we have reported this to devs. we will try best to fix this ASAP.",giant networkoctob report dev tri best fix asap,[4]
293,"April 5, 2020","I can't seem to start the game, it says that my game recourse pack validation failed so it ends up as a black screen. I hope this gets fixed. Thank you for reading. Update: It still hasn't been fixed and i haven't gotten any response from thr devs. I'll be dragging my rating to 1 star. Hope the devs can tackle this problem soon.",1,"Giant NetworkApril 8, 2020We're sorry to hear that you're having this problem! We'd love to help,please try to update your google framework and try again, if still unable to play, please send email to nofmgame@hotmail.com and they'll help you get playing again!",giant networkapril sorri hear problem love help pleas tri updat googl framework tri still unabl play pleas send email nofmgam hotmail com help get play,"[3, 1]"
