,date,review,star,res,clean_content,topic
162,"May 2, 2020","The newest update added ad shops to the story that make you have to either watch an ad, or pay for the ad block in the shop. If you don't watch the ads, you can't get the best options for cards. I had every in app purchase except the puzzles, but I won't be buying anything else. -response- Edit: I won't be buying the solution to a problem you added because I've spent so much already, and because you added ads as an integral part of the game I will no longer be playing it. It was fun, not now.",1,"Giant NetworkMay 3, 2020Hello Dear Mr. Mosier. We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it.Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting. Have fun gaming!❤️",newest updat ad ad shop stori make either watch ad pay ad block shop watch ad get best option card everi app purchas except puzzl buy anyth els respons edit buy solut problem ad spent much alreadi ad ad integr part game longer play fun,[2]
166,"July 20, 2020",Great turned base card game and I did beat and unlocked the 4th boss call The Mystery Man. The big problem the Cursed Werewolve in Hard 7 is close to impossible to beat so I had to rate this 4 stars. I hope in future update the final boss in hard 7 is nerf. Only a few players all over the world can beat this final boss by using a certain cards and blessings.,4,"Giant NetworkJuly 13, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",great turn base card game beat unlock th boss call mysteri man big problem curs werewolv hard close imposs beat rate star hope futur updat final boss hard nerf player world beat final boss use certain card bless,[1]
169,"June 27, 2020","This game is awesome, but I don't know if there's been an update or anyting. Because, now the advertisement chests keep saying that the advertisement is not ready yet. I don't know if there's a limit on the advertisement chest or Resurrection advertisements, but it seems not to work majority of the time. If you guys are not going to let us watch the advertisement for either of those things and did not work then why haven't been the game at all. Would be great you guys would have fixed this.",4,"Giant NetworkJune 27, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",game awesom know updat anyt advertis chest keep say advertis readi yet know limit advertis chest resurrect advertis seem work major time guy go let us watch advertis either thing work game would great guy would fix,"[2, 0]"
171,"July 25, 2020","Let me first say that I'm an avid Card Roguelike game player - I thoroughly enjoyed my first 2-3 playthroughs of this. Unfortunately, after that, I unlocked all the skill tree, finished half of the achievements and that was that. Unfortunately, it seems like there is a lack of progression for f2p players. If there was a way to unlock a different story, other classes, or even an extended skill tree I would be more inclined to play more. That being said, it was a very fun first few plays!",3,"Giant NetworkJuly 27, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",let first say avid card roguelik game player thoroughli enjoy first playthrough unfortun unlock skill tree finish half achiev unfortun seem like lack progress f p player way unlock differ stori class even extend skill tree would inclin play said fun first play,[2]
173,"November 12, 2020","The fact that there's no forced ads is brilliant, that right there bumps it up a star to 2 Stars, second, it's a pretty fun game and items in-game are really cheap. That makes it 3 stars. It has interesting mechanics that are inspired by slay the spire, but it's not so ridiculously hard that I can't enjoy it. That makes it 4 stars. But what makes this rating low is the overpowered last boss, the most laziest thing I've ever seen.",3,"Giant NetworkNovember 13, 2020The ads will be appeared when you open the treasure. When you are fails, it will give you a blessing. If it defeats the chapter BOSS, it will give you double gold coins. It is not compulsory. Thanks for your understanding and supporting.",fact forc ad brilliant right bump star star second pretti fun game item game realli cheap make star interest mechan inspir slay spire ridicul hard enjoy make star make rate low overpow last boss laziest thing ever seen,"[0, 1]"
176,"January 12, 2021","I love the game and have bought the collectors edition and almost all the character DLCs. But recently when I have tried to buy the Mechanic dlc with my google play credit it is displaying my account amount less than what it actually is. The game says that it is 73 cents, but my account says that it is 1.11 dollars. Please help, because I want to use the Mechanic a lot but am unable to buy it even though I have the money for it.",3,"Giant NetworkJanuary 13, 2021I am so sorry! We can't solve the problem of Google wallet!",love game bought collector edit almost charact dlc recent tri buy mechan dlc googl play credit display account amount less actual game say cent account say dollar pleas help want use mechan lot unabl buy even though money,"[1, 2]"
183,"June 4, 2020",Well I got stuck because I didn't realize if I had base action taken (in form of meditation) that it would be...like that forever to a point I could no longer combat with action card. Honestly a great game ruined by a short sighted game mechanic. The frustration is real because the game is just that good that I'm frustthey looked over this. At least make it so you can edit the blessing instead of having to start all over.,1,"Giant NetworkJune 4, 2020Sorry for the problem. You can go to File Management-Mobile Storage-Android-obb-com.ztgame.yyzy to see if there is an .obb file. Delete this file and re-enter the game to see if you can open the game normally（do not need re-download the game）. If can not sovle it, please sent the screenshot to our email: nofmgame@hotmail.com.",well got stuck realiz base action taken form medit would like forev point could longer combat action card honestli great game ruin short sight game mechan frustrat real game good frustthey look least make edit bless instead start,[0]
186,"July 22, 2020","It is an amazing game, 5 star worthy. I only give it 4 stars because you have to pay for all the classes exept one. It would be good if you could unlock some. I think one can be unlocked by watching ads, but other than that I don't know. If they can be unlocked, it doesn't mention this in the game so it makes people more likely to spend money.",4,"Giant NetworkJuly 22, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",amaz game star worthi give star pay class exept one would good could unlock think one unlock watch ad know unlock mention game make peopl like spend money,"[0, 2]"
187,"October 26, 2020","This is a really great card game, it is really fun. You have a multitude of options to build your deck and it's so great that I bought the collector's edition. But now with new things coming up, specifically the new class, shouldn't it be released for free? Specially for collectors... The DLC business model is getting really annoying really fast, don't ruin this game with a microtransaction-like model.",3,"Giant NetworkOctober 27, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",realli great card game realli fun multitud option build deck great bought collector edit new thing come specif new class releas free special collector dlc busi model get realli annoy realli fast ruin game microtransact like model,[2]
188,"December 22, 2020","Sneaky tactics to get loyal fans to pay more. Totally dishonest. You can't offer an all inclusive package deal and then backpedal on that and add advertisements later and call that good business... it's a horrible, greedy model to make your existing customer base pay to remove ads when they believed they had already paid their dues for the full game experience.",1,"Giant NetworkSeptember 23, 2020We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!",sneaki tactic get loyal fan pay total dishonest offer inclus packag deal backped add advertis later call good busi horribl greedi model make exist custom base pay remov ad believ alreadi paid due full game experi,[2]
199,"April 22, 2020","Cool game but very short, and you have access to only 1 class out of 8 the rest you have to buy them for a very cheap price but still you have to pay unless you want to replay the same stages over and over again with the same class. More content and atleast 3 free playable classes would be better at convincing me to replay the game and spend money on it.",2,"Giant NetworkApril 22, 2020Thank you for your feedback.We'd like to improve the game in every aspect and deserve a 5 star rating :)",cool game short access class rest buy cheap price still pay unless want replay stage class content atleast free playabl class would better convinc replay game spend money,[1]
202,"January 11, 2021","I have to say that I usually don't play card style games, but this one can be quite fun. Other times it can be impossible, literally impossible. It would be much more fun if there was a way that you could improve your deck as you win, but after the initial coin improvements then you are waiting for the cosmic lottery to give you the needed cards to win a given difficulty. I would really like to keep 1 card after a hard-mode win, or even a permanent enhance to a card or else it's a loser loop.",2,"Giant NetworkJanuary 13, 2021Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",say usual play card style game one quit fun time imposs liter imposs would much fun way could improv deck win initi coin improv wait cosmic lotteri give need card win given difficulti would realli like keep card hard mode win even perman enhanc card els loser loop,[1]
203,"May 23, 2020","I have purchased all items in game and all content and now the game demands me to pay or watch 30 second ads for content which i have already paid for!! This is BS!! I can't even demands a refund because i bought the game a long time afo!!! I would suggest anyone to avoid dishonest developers and this pay to win app like a plague!!! Dishonest developers to not deserve your money, neither does this app!!!",1,"Giant NetworkMay 25, 2020The ads will be appeared when you open the treasure. When you are fails, it will give you a blessing. If it defeats the chapter BOSS, it will give you double gold coins. It is not compulsory. Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting. ❤️",purchas item game content game demand pay watch second ad content alreadi paid bs even demand refund bought game long time afo would suggest anyon avoid dishonest develop pay win app like plagu dishonest develop deserv money neither app,"[1, 2]"
208,"October 24, 2020","Third update, still really like this game but the fact that you need to be online to access the dlc you have paid for kills it for me. As when I want to play it is most typically in situations where I do not have network access. The game is listed as Offline but apparently that does not mean it will honor your purchases while you are offline. As when i have tried i am met with ""this content is not unlocked"" I wish I hadn't bought the dlc because when I need it, it isnt there. Uninstalling.",2,"Giant NetworkOctober 9, 2020Hello, please check your internet connection. Your internet works fine with a local server but our game is in a foreign server so you will meet this issue. If you still have this problem, please contact our support channel at FB: https://www.facebook.com/NightofFullMoonCardGame/ We will do our best to help you.",third updat still realli like game fact need onlin access dlc paid kill want play typic situat network access game list offlin appar mean honor purchas offlin tri met content unlock wish bought dlc need isnt uninstal,[1]
213,"July 13, 2020","The game is really good, but now with the new update i cant continue without buying the next chapter and its really annoying. Thinking about uninstalling because I've played and replayed the same chapter multiple times to get to the hardest level so that i can start a new chapter and just before i make it to the new chapter the update makes it so that i can not open it without buying. I'm from south africa, and in my currency its really expensive. #annoyed #dissapointed.",4,"Giant NetworkJuly 13, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",game realli good new updat cant continu without buy next chapter realli annoy think uninstal play replay chapter multipl time get hardest level start new chapter make new chapter updat make open without buy south africa currenc realli expens annoy dissapoint,[2]
215,"October 6, 2018","A very fun card building, turn based battle game. While the execution of the gameplay is wonderful and the art and audio is amazing, the game seems to suffer from some balancing issues. It doesn't seem very fair if an enemy can kill me in one or two turns consistently when I'm at full health. The dialogue options also seem to appear randomly which can cause it to be difficult to gain the amount of courage or reputation you need. May be a very worthwhile game if some of the enemies can be balanced out.",3,"Giant NetworkOctober 9, 2018Thanks for your suggestion. We have balanced a lot in our new version. You can join our Beta Test version to try it.",fun card build turn base battl game execut gameplay wonder art audio amaz game seem suffer balanc issu seem fair enemi kill one two turn consist full health dialogu option also seem appear randomli caus difficult gain amount courag reput need may worthwhil game enemi balanc,"[2, 1]"
219,"September 8, 2020",The game has alot of interesting card effects and the different classes are really unique and their are a lot of interesting enemy's with unique effects but my only complaint is that the game is too easy which is a problem made worse by the game allowing you to revive multiple times per run if you die and even giving you a buff when you do,4,"Giant NetworkSeptember 11, 2020We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 29,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/  have fun!!",game alot interest card effect differ class realli uniqu lot interest enemi uniqu effect complaint game easi problem made wors game allow reviv multipl time per run die even give buff,[1]
220,"May 22, 2019","I had fun playing it when I initially downloaded it. I made sure to log in with google games, but when I went back the next day my account was still logged in but it said there was no saved data to load. edit: after being contacted by the developer saying most log in bugs were fixed I redownloaded the game to play on only to find out that I still have no saved data and therefore cannot play on.",1,"Giant NetworkMay 15, 2019Hi, Sorry about the it, a lot of had login problem. We suffered some network problem last two days.
Now, we might have worked it out, please try it again.",fun play initi download made sure log googl game went back next day account still log said save data load edit contact develop say log bug fix redownload game play find still save data therefor cannot play,[0]
224,"May 1, 2020","Edit 2nd May 2020: there seems to have been an update to the app where on launch it now says my resource file isnt complete and needs to be downloaded. However it will not download the file so the app is now unusable. It's a shame because if it didnt have this major problem it would be 5 stars. Original review: Great game, cute graphics, with great reply value even without unlocking any DLC. Small note is that ""different"" is spelt incorrectly on the Entangled description :)",1,"Giant NetworkMay 1, 2020Sorry for the problem. You can go to File Management-Mobile Storage-Android-obb-com.ztgame.yyzy to see if there is an .obb file. Delete this file and re-enter the game to see if you can open the game normally. If not,please re-download the game.",edit nd may seem updat app launch say resourc file isnt complet need download howev download file app unus shame didnt major problem would star origin review great game cute graphic great repli valu even without unlock dlc small note differ spelt incorrectli entangl descript,[1]
225,"June 19, 2020","Phenomenal game with lots of different and inventive play styles. Ads don't get in the way of gameplay and you can play offline with 0 trouble. If you like the main gameplay offered with the fighter class it's well worth the 7$ to unlock all characters as it greatly expands the replayability, there are a few spelling errors on some of the card descriptions and I wish I could play more then 3 chapters but this game has given me countless hours of fun and I hope they keep adding new content!",4,"Giant NetworkJune 19, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",phenomen game lot differ invent play style ad get way gameplay play offlin troubl like main gameplay offer fighter class well worth unlock charact greatli expand replay spell error card descript wish could play chapter game given countless hour fun hope keep ad new content,"[1, 2]"
226,"February 17, 2021","This game is really fun. Like REALLY fun. Addicting too. Simply put, the only reason I am not giving it 5 stars is there is a small pay wall to access the other classes, and the replayability of the standard game mode is lacking in my opinion. That being said, for < $10 of what I spent totally on this game, I've certainly gotten plenty of time out of it.",4,"Giant NetworkFebruary 19, 2021Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!",game realli fun like realli fun addict simpli put reason give star small pay wall access class replay standard game mode lack opinion said spent total game certainli gotten plenti time,"[1, 2]"
229,"May 31, 2020","I have to say it is an addicting game however i feel you should be able to unlock atleast 2 of the characters for free since like 80% of the game is behind a paywall. It's a great game but it's perpetuality of using the same character just doesn't appeal too much. And i feel like bots are the one that are reviewing these reviews since none of them say ""sorry"" or ""we will fix that""",3,"Giant NetworkMay 31, 2020Hello. Thank you for supporting us! You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",say addict game howev feel abl unlock atleast charact free sinc like game behind paywal great game perpetu use charact appeal much feel like bot one review review sinc none say sorri fix,"[1, 2, 0]"
230,"January 21, 2020","While I purchased the collector's edition pack, I can't recommend anyone spend money on this game at the moment. There are a lot of bugs. Regular app freezes, cards mechanics that don't work (several list ""Draw 1 card"" but do nothing), and the latest seasonal patch's bosses don't double the gold coins after watching an ad like it says (doing so clears your reward). Just a lot of examples where play testing wasn't thorough. Shame these things make an otherwise great looking game hard to enjoy.",2,"Giant NetworkJanuary 22, 2020Could you kindly tell us more about the problem you are facing at ? We are looking to improve the game. Thanks.",purchas collector edit pack recommend anyon spend money game moment lot bug regular app freez card mechan work sever list draw card noth latest season patch boss doubl gold coin watch ad like say clear reward lot exampl play test thorough shame thing make otherwis great look game hard enjoy,[1]
231,"September 16, 2020","Great game, super entertaining and can be a bit challenging (mainly just the last level of difficulty). But it says offline but it never started for me without internet connection and there is a bug with the fairy blessings: after you pic one sometimes it will appear in the choices again but if you click on it you just waisted a buff (the effect doesn't stack). Would love to give 5 ☆ but unless those get fixed I can't",3,"Giant NetworkSeptember 18, 2020Hello, please check your internet connection. Your internet works fine with a local server but our game is in a foreign server so you will meet this issue. If you still have this problem, please contact our support channel at FB: https://www.facebook.com/NightofFullMoonCardGame/ We will do our best to help you.",great game super entertain bit challeng mainli last level difficulti say offlin never start without internet connect bug fairi bless pic one sometim appear choic click waist buff effect stack would love give unless get fix,"[1, 2]"
237,"June 20, 2020","Lowered to 3 Starz. I love this game and have purchased additions but I can't progress on the bosses. I beat the witch and get sent back to the front screen. Ok, so I play again. And beat the witch again. Always the witch. None of the others. I've tried every option available, but can't progress. It ends up being the same thing over and over. Got tired and uninstalled. Oh well. Update: I've updated and am trying again. I'll report back 😉",3,"Giant NetworkJune 19, 2020Please upgrade the game to the latest version！",lower starz love game purchas addit progress boss beat witch get sent back front screen ok play beat witch alway witch none other tri everi option avail progress end thing got tire uninstal oh well updat updat tri report back,[1]
238,"May 12, 2020","I paid full price for this game, and now with the update they have added ads. I get that they are optional, but it takes away from the experience, and someone who has already paid 6 usd for a game should not still have to see ads. To comment on the response, even though its optional, its still leaning towards pay (or ads) to win. This disrupts the game balance and just lessens the experience if during a single run you're prompted to watch ads several times.",1,"Giant NetworkMay 12, 2020Hello！Thank you so much for your suggestion. We will pass it on devs.Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting.Enjoying the gaming time!❤️",paid full price game updat ad ad get option take away experi someon alreadi paid usd game still see ad comment respons even though option still lean toward pay ad win disrupt game balanc lessen experi singl run prompt watch ad sever time,"[0, 2]"
239,"December 2, 2020","I thought there was an issue with not being able to save progress but I'm the idiot. The Continue button is close to the Achievement button which makes it look like the same button. Developer answered my message and walked me through. Great game, you feel a little OP and it needs a little polish to make the game feel more put together but it's over fun. Great animation also. Definitely worth a buck to play.",4,"Giant NetworkDecember 2, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",thought issu abl save progress idiot continu button close achiev button make look like button develop answer messag walk great game feel littl op need littl polish make game feel put togeth fun great anim also definit worth buck play,"[2, 1]"
241,"January 7, 2021","It looks like it should be a fun game, but you essentially play until your health is too low to beat anyone then you're stuck. The only option is to restart the game and loose all progress which sucks big time. There is no guide or tutorial to explain anything either. Searching for answers online did not yield any results.",1,"Giant NetworkJanuary 8, 2021We are sorry to hear that you encountered some technical disruptions while playing. Please, send the problem to our team: nofmgame@hotmail.com. If you still have this problem, please contact our support channel at FB: https://www.facebook.com/NightofFullMoonCardGame/ We will do our best to help you.",look like fun game essenti play health low beat anyon stuck option restart game loos progress suck big time guid tutori explain anyth either search answer onlin yield result,[1]
245,"May 28, 2020","Why did my purchases disappear after the recent update?? I'm not buying everything again. I've spent a good amount of money on this game and to take it away without even an option to recover in-app purchases is a very bad idea on the developer's part. This NEEDS to be fixed. Very addicting game overall, but this just ruined a huge chunk of it for me.",3,"Giant NetworkMay 29, 2020Please send your UID and GPA to our email: nofmgame@hotmail.com. We will solve it as soon as possible . Thank you!",purchas disappear recent updat buy everyth spent good amount money game take away without even option recov app purchas bad idea develop part need fix addict game overal ruin huge chunk,[2]
246,"June 21, 2020","The story design, gameplay, art, music, and characters are phenomenal in this game. If you like Magic the Gathering or Hearthstone but want a single player experience, or like other paper games like Dominion or Star Realms but wish there was a high quality phone game to play, try this out! I give the game 4/5 because there are some translation errors from Chinese to English which effect what you think a card or ability will do. If these errors are fixed I will increase my review to 5/5.",4,"Giant NetworkJune 22, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",stori design gameplay art music charact phenomen game like magic gather hearthston want singl player experi like paper game like dominion star realm wish high qualiti phone game play tri give game translat error chines english effect think card abil error fix increas review,"[1, 0]"
247,"June 20, 2020","Seems like a competent deck-building game but it made me SUPER uncomfortable to play a game starring a child and have half the enemies have some kind of mind-control/seduction/lust theme. One even had ""lust"" in the name and kept saying voice lines about lust. If you're gonna have a horny card game, fine, but don't make a kid the PC FFS.",2,"Giant NetworkJune 22, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",seem like compet deck build game made super uncomfort play game star child half enemi kind mind control seduct lust theme one even lust name kept say voic line lust gonna horni card game fine make kid pc ff,[1]
252,"May 1, 2020","It was good, I paid for it, then teey change it.And now it's endless adds adds adds.... Went from on of the best Android games to a adds simulator And then the developers comes and say even tho you already paid for it and watch a few adds, we choose make it so full of adds that you spend more time watching adds than playing. But dont worry, just pay more ""wink wink face"" You choose greed over integrity, I would never have paid anything for this game if it had this amount of adds from the start",1,"Giant NetworkMay 1, 2020Hello. Team of ""Night of the Full Moon"". We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!　(*^__^*)",good paid teey chang endless add add add went best android game add simul develop come say even tho alreadi paid watch add choos make full add spend time watch add play dont worri pay wink wink face choos greed integr would never paid anyth game amount add start,"[2, 1]"
253,"May 12, 2019","I love the art work and gameplay, it's a beautiful and great game, however I can't get any of the DLC because you have to link either googleplay or Facebook and every time I try I get an error. I can't even log out and back in as dev has suggested in several reviews because I could never log in in the first place. Super disappointed because there's a ton of the game I can't get to now and I'd actually love to throw money at it. 🤷🏻‍♀️",3,"Giant NetworkMay 15, 2019Hi, Sorry about the it, a lot of had login problem. We suffered some network problem last two days.
Now, we might have worked it out, please try it again.",love art work gameplay beauti great game howev get dlc link either googleplay facebook everi time tri get error even log back dev suggest sever review could never log first place super disappoint ton game get actual love throw money,[0]
254,"June 5, 2020",I adore this game. The art style is charming and full of love. The atmosphere is gorgeous and really sets the mood. The gameplay is challenging but fair. I do wish there was a brief explanation of how each character worked because they all play very different from each other. After you defeat a monster they have a quip that alludes to the story. This made me want to continue. Surprisingly the story is quite deep. My one complaint that certain things are monetized that don't make sense to be,4,"Giant NetworkJune 7, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",ador game art style charm full love atmospher gorgeou realli set mood gameplay challeng fair wish brief explan charact work play differ defeat monster quip allud stori made want continu surprisingli stori quit deep one complaint certain thing monet make sens,[2]
255,"June 17, 2020","I rate this 4 stars based on the functionality of the app (rather than the gameplay) in correlation with the price. The price is high for the package that contains most of the characters (it jumped from 5.99 to 7.99 when I went to purchase...) I was hesitant. The gameplay is worth that 5.99, but the fact that you have to be ""logged in"" to access that content means that if you for some reason don't have access to internet, or have bad internet and fail to log in you can't use what you payed for.",4,"Giant NetworkJune 17, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",rate star base function app rather gameplay correl price price high packag contain charact jump went purchas hesit gameplay worth fact log access content mean reason access internet bad internet fail log use pay,[1]
257,"December 17, 2020","I love this game so much, I would say it definitely makes you use your noggin when choosing cards and the array of different monsters can keep you on your toes. The art is great. The gameplay is awesome if you're into deck building games, and it has the kind of solo mission style that truly makes it a perfect as a phone game and not a physical game. I beat the free version about 5 times before purchasing the complete DLC pack, which is also wicked fun, but after buying, it kept crashing my game.",4,"Giant NetworkDecember 17, 2020We are sorry to hear that you encountered some technical disruptions while playing. Please, send the problem to our team: nofmgame@hotmail.com. If you still have this problem, please contact our support channel at FB: https://www.facebook.com/NightofFullMoonCardGame/ We will do our best to help you.",love game much would say definit make use noggin choos card array differ monster keep toe art great gameplay awesom deck build game kind solo mission style truli make perfect phone game physic game beat free version time purchas complet dlc pack also wick fun buy kept crash game,"[1, 0]"
259,"September 15, 2020","The game is very unstable during ads in which it causes it to crash, and losing progress on top of it. Game is mostly shallow (though free), and a majority of content is locked behind paywalls. You only get one character to play with, and only one tree for bonuses so far. After filling that tree, there is no point in playing anymore unless you fork out for the other characters. Some enemy decks have balance issues as well. Fun either way!",2,"Giant NetworkSeptember 18, 2020I’m sorry to hear that. If there is any issue or suggestion feel free to reach us on our FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!",game unstabl ad caus crash lose progress top game mostli shallow though free major content lock behind paywal get one charact play one tree bonus far fill tree point play anymor unless fork charact enemi deck balanc issu well fun either way,"[0, 2]"
260,"February 6, 2021","It's a tedious game for me. You will like it if you enjoy card games, but that wasn't what I was hoping for. The story was a bit draggy and uncompelling, so I personally didn't enjoy it very much. Graphics were good and the game play was smooth, so try it if you're interested and hopefully you enjoy the ride better than I did.",3,"Giant NetworkFebruary 9, 2021Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",tediou game like enjoy card game hope stori bit draggi uncompel person enjoy much graphic good game play smooth tri interest hope enjoy ride better,"[2, 1]"
261,"April 1, 2019",So giving it one stars now because I feel betrayed. I am so tired of monetizing everything. You pay for the game I want to play the game. I don't want to watch an ad for gold or rez for ad. It feels like cheating. Please stop doing this. I have bought every class and anything I can. But the ads kill it for me. Original review now. Amazing game. Worth every penny. I WANTED to support to developer not nickel and domed into spending money. Give it a shot you will love it. Still sad. Q,1,"Giant NetworkApril 2, 2019I understand your feeling. The game is not completed, we are still developing. The ADs provide a lot of revenue for us, hope you can understand",give one star feel betray tire monet everyth pay game want play game want watch ad gold rez ad feel like cheat pleas stop bought everi class anyth ad kill origin review amaz game worth everi penni want support develop nickel dome spend money give shot love still sad q,[2]
262,"June 12, 2020","This game is great, mechanically. Not as in-depth (free class) as some pc alternatives, but fun for a mobile game. But it seems that there are missing some QA work, speech bubbles not matching the voice lines, formatting that's weird etc. I'll probs buy the full game when I complete the free class, but I wish there was a trial of the other classes, just let me play against one 30 card deck with achievements disabled or something so I can get a feel for them before I buy.",4,"Giant NetworkJune 12, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",game great mechan depth free class pc altern fun mobil game seem miss qa work speech bubbl match voic line format weird etc prob buy full game complet free class wish trial class let play one card deck achiev disabl someth get feel buy,[2]
264,"October 26, 2020","Love the game, went through the story once and figured I'd unlock a new character to play, but that's a big no. In order to play as any other characters other than the Knight you have to pay a dollar. Seriously wasn't expecting that, the fact there are upwards of 700 cards you can unlock is fantastic but that only goes so far if you can only play as one character is beyond disappointing and heart breaking.",1,"Giant NetworkOctober 27, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",love game went stori figur unlock new charact play big order play charact knight pay dollar serious expect fact upward card unlock fantast goe far play one charact beyond disappoint heart break,"[1, 0]"
266,"May 14, 2020","Enjoyable, well put-together, bought the collectors edition. Only complaint is its very easy to get backed in to a corner. Much success is based on luck as well as skill on higher difficulties, with injuries carrying over between fights, and finding yourself low on health against a tough enemy when you are out of healing options can put up a permanent road block, wasting your progress and sucking the fun out of the game. If they added full health to the ad revive it'd be a 5 star game.",4,"Giant NetworkMay 15, 2020Hello. Team of ""Night of the Full Moon"". We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. Have fun gaming!　(*^__^*)",enjoy well put togeth bought collector edit complaint easi get back corner much success base luck well skill higher difficulti injuri carri fight find low health tough enemi heal option put perman road block wast progress suck fun game ad full health ad reviv star game,[1]
269,"February 19, 2021","Hi, I've been playing the game for a few months now and bought most of the dlc. I enjoyed the game and feel like the purchase was worth the price, and I have no complain for the past few months. With the newest update however, I found that there is no ads reward to be found after dying or finishing boss fight. Edit: Nevermind, I found the cause. I recently changed the cover to Collector's Edition and suddenly the ads reward stopped. It's working normally now after I changed it back to Classic.",4,"Giant NetworkFebruary 19, 2021Sorry for the problem. You can go to File Management-Mobile Storage-Android-obb-com.ztgame.yyzy to see if there is an .obb file. Delete this file and re-enter the game to see if you can open the game normally（do not need re-download the game）. If can not sovle it, please sent the screenshot to our email: nofmgame@hotmail.com.",hi play game month bought dlc enjoy game feel like purchas worth price complain past month newest updat howev found ad reward found die finish boss fight edit nevermind found caus recent chang cover collector edit suddenli ad reward stop work normal chang back classic,"[1, 2]"
